id,bangla_question,english_question
659,12 g NaOH এবং 52 g HCl বিক্রিয়া করে NaCl উৎপন্ন করে। আদর্শ ফলন কত গ্রাম এবং 89% ফলন পেলে প্রকৃত ফলন কত?,12 g NaOH and 52 g HCl react to produce NaCl. What is the theoretical yield in grams and what is the actual yield if 89% yield is obtained?
660,66 kg ভরের একটি গাড়ি 28 m/s বেগে চলছে এবং 13 m/s বেগে কমে গেল। ভরবেগের পরিবর্তন এবং গতিশক্তির পরিবর্তন কত?,A car of mass 66 kg is moving at 28 m/s velocity and decreases to 13 m/s. What is the change in momentum and change in kinetic energy?
661,150 N বল প্রয়োগে একটি বস্তু 15 m সরলে কৃত কাজ কত?,What is the work done when an object moves 15 m by applying a force of 150 N?
662,79 kg ভরের একটি গাড়ি 69 m/s বেগে চলছে এবং 6 m/s বেগে কমে গেল। ভরবেগের পরিবর্তন এবং গতিশক্তির পরিবর্তন কত?,A car of mass 79 kg is moving at 69 m/s velocity and decreases to 6 m/s. What is the change in momentum and change in kinetic energy?
663,35 kg ভরের একটি গাড়ি 25 m/s বেগে চলছে এবং 8 m/s বেগে কমে গেল। ভরবেগের পরিবর্তন এবং গতিশক্তির পরিবর্তন কত?,A car of mass 35 kg is moving at 25 m/s velocity and decreases to 8 m/s. What is the change in momentum and change in kinetic energy?
664,একটি বস্তু 20 m/s বেগে চলছে। 3 m/s² মন্দনে কত সময়ে থেমে যাবে?,An object is moving at 20 m/s velocity. In how much time will it stop with a deceleration of 3 m/s²?
665,একটি বৃত্তের ব্যাসার্ধ 20 সেমি এবং একটি বর্গের বাহু 15 সেমি। উভয়ের ক্ষেত্রফল ও পরিসীমার অনুপাত নির্ণয় করো।,The radius of a circle is 20 cm and the side of a square is 15 cm. Determine the ratio of areas and perimeters of both.
666,একটি ব্যাংকে 220533 টাকা 8 বছরের জন্য বার্ষিক 11% হারে সরল সুদ ও বছরে 12 বার চক্রবৃদ্ধি সুদে জমা দেওয়া হলো। (ক) সরল সুদের মোট টাকা কত? (খ) চক্রবৃদ্ধি সুদের মোট টাকা কত? (গ) পার্থক্য কত টাকা? (ঘ) কোন পদ্ধতিতে বেশি লাভ এবং কেন?,An amount of 220533 taka is deposited in a bank for 8 years at an annual rate of 11% for both simple interest and compound interest compounded 12 times per year. (a) What is the total amount with simple interest? (b) What is the total amount with compound interest? (c) What is the difference in taka? (d) Which method gives more profit and why?
667,আলোর বেগ ও মাধ্যমের প্রতিসরাঙ্কের সম্পর্ক কোনটি সঠিক?,Which is the correct relationship between the speed of light and the refractive index of a medium?
668,"O বিন্দুতে P ⃗ এবং Q ⃗ ভেক্টরদ্বয় ক্রিয়াশীল। তাদের ফলিত ভেক্টর R ⃗। P ⃗ এবং Q ⃗ এর মধ্যেকার কোণ α এবং R ⃗ এবং P ⃗ এর মধ্যেকার কোণ θ। α = 180° হলে, θ = 180° হবে যখন:",Vectors P ⃗ and Q ⃗ are acting at point O. Their resultant vector is R ⃗. The angle between P ⃗ and Q ⃗ is α and the angle between R ⃗ and P ⃗ is θ. If α = 180°; then θ = 180° will happen when:
669,একটি বৃত্তের ব্যাসার্ধ 14 সেমি এবং একটি বর্গের বাহু 16 সেমি। উভয়ের ক্ষেত্রফল ও পরিসীমার অনুপাত নির্ণয় করো।,The radius of a circle is 14 cm and the side of a square is 16 cm. Determine the ratio of areas and perimeters of both.
670,একটি গ্যাসকে PV = ধ্রুবক সূত্রে সংকুচিত করলে এটি কোন প্রক্রিয়া?,If a gas is compressed according to the formula PV = constant; what is this process?
671,একটি চার্জিত বস্তুর চারদিকে যতদূর তার প্রভাব থাকে তাকে কি বলে?,What is the area around a charged object where its influence is felt called?
672,90 g NaOH এবং 18 g HCl বিক্রিয়া করে NaCl উৎপন্ন করে। আদর্শ ফলন কত গ্রাম এবং 92% ফলন পেলে প্রকৃত ফলন কত?,90 g NaOH and 18 g HCl react to produce NaCl. What is the theoretical yield in grams and what is the actual yield if 92% yield is obtained?
673,22 g NaOH এবং 84 g HCl বিক্রিয়া করে NaCl উৎপন্ন করে। আদর্শ ফলন কত গ্রাম এবং 87% ফলন পেলে প্রকৃত ফলন কত?,22 g NaOH and 84 g HCl react to produce NaCl. What is the theoretical yield in grams and what is the actual yield if 87% yield is obtained?
674,কুরি পয়েন্ট একটি তাপমাত্রা যাহাতে-,Curie point is a temperature at which-
675,75 kg ভরের একটি গাড়ি 28 m/s বেগে চলছে এবং 20 m/s বেগে কমে গেল। ভরবেগের পরিবর্তন এবং গতিশক্তির পরিবর্তন কত?,A car of mass 75 kg is moving at 28 m/s velocity and decreases to 20 m/s. What is the change in momentum and change in kinetic energy?
676,"অভিকর্ষীয় ত্বরণ ধ্রুবক হলে, কোনো বস্তুর মুক্তিবেগের সাথে ওই গ্রহের ব্যাসার্ধের সম্পর্ক হচ্ছে-",If the gravitational acceleration is constant; the relationship of a body's escape velocity with the radius of that planet is-
677,একটি বৃত্তের ব্যাসার্ধ 17 সেমি এবং একটি বর্গের বাহু 26 সেমি। উভয়ের ক্ষেত্রফল ও পরিসীমার অনুপাত নির্ণয় করো।,The radius of a circle is 17 cm and the side of a square is 26 cm. Determine the ratio of areas and perimeters of both.
678,একটি ইঞ্জিনের কর্মদক্ষতা60%। এটি উচ্চ তাপাধার হতে1500Jতাপ গ্রহণ করে। সিংকে বর্জিত তাপের পরিমাণ কত?,The efficiency of an engine is 60%. It absorbs 1500J of heat from the high-temperature reservoir. What is the amount of heat rejected to the sink?
679,একটি 1505 kg ভরের গাড়ি 29 m/s বেগে চলছে। ড্রাইভার ব্রেক চেপে 4.2 m/s² মন্দন তৈরি করল। (ক) গাড়ি থামতে কত সময় লাগবে? (খ) থামার আগে কত দূরত্ব অতিক্রম করবে? (গ) ব্রেক চাপার 3 সেকেন্ড পর গাড়ির বেগ কত? (ঘ) এই প্রক্রিয়ায় কত যান্ত্রিক শক্তি তাপে রূপান্তরিত হলো?,A car of mass 1505 kg is moving at 29 m/s velocity. The driver applies brakes creating a deceleration of 4.2 m/s². (a) How much time will it take for the car to stop? (b) How much distance will it cover before stopping? (c) What will be the velocity of the car 3 seconds after applying brakes? (d) How much mechanical energy was converted to heat in this process?
